1j09A04,1.10.8.70
2nr7A00,1.20.141.10
1qgiA02,1.20.141.10
1chkA01,1.20.141.10
1sj7B00,1.20.1420.10
1ihgA02,1.25.40.10
1hh8A00,1.25.40.10
1na0A00,1.25.40.10
1elwA00,1.25.40.10
1a17A00,1.25.40.10
1klxA00,1.25.40.10
1elrA00,1.25.40.10
1hxiA00,1.25.40.10
1p5qA02,1.25.40.10
2hr2A00,1.25.40.10
1nznA00,1.25.40.10
1na3A00,1.25.40.10
2i6hA02,1.25.40.10
3beeA00,1.25.40.10
2r5sA02,1.25.40.10
1tjcA00,1.25.40.10
1xnfA00,1.25.40.10
2r5sA01,1.25.40.10
1ouvA00,1.25.40.10
2ifuD00,1.25.40.10
1fchB00,1.25.40.10
1qqeA00,1.25.40.10
1hz4A00,1.25.40.10
1b89A00,1.25.40.10
1epuA03,1.25.40.60
1mqsA04,1.25.40.60
3bqoA00,1.25.40.210
3bu8A00,1.25.40.210
1pprM01,1.40.10.10
1gxmB00,1.50.10.20
3dssB00,1.50.10.20
1qqfA00,1.50.10.20
2sqcA01,1.50.10.20
2h6fB00,1.50.10.20
1n4qB00,1.50.10.20
2sqcA02,1.50.10.20
1hzfA00,1.50.10.20
1r76A00,1.50.10.20
1hyoA01,2.30.30.230
1mkcA00,2.30.90.10
2r0xA00,2.30.110.10
2r6vA01,2.30.110.10
1i0rA00,2.30.110.10
2q9kA00,2.30.110.10
3ba3B00,2.30.110.10
1uscA00,2.30.110.10
1vl7A00,2.30.110.10
3b5mA01,2.30.110.10
1flmA00,2.30.110.10
2qckA01,2.30.110.10
2arzA01,2.30.110.10
2ou5A00,2.30.110.10
2ig6A00,2.30.110.10
2i02A00,2.30.110.10
3bpkA01,2.30.110.10
1rz1A00,2.30.110.10
2i51B00,2.30.110.10
2iabA01,2.30.110.10
2fg9A01,2.30.110.10
2htdB00,2.30.110.10
2nr4A01,2.30.110.10
2hq9B00,2.30.110.10
2hq7B00,2.30.110.10
2vpaA00,2.30.110.10
2hhzA00,2.30.110.10
2ptfA01,2.30.110.10
2qeaB00,2.30.110.10
2furB00,2.30.110.10
3cp3A00,2.30.110.10
2imlA01,2.30.110.10
2rdeB01,2.30.110.10
1dnlA00,2.30.110.10
1ty9A00,2.30.110.10
2re7A00,2.30.110.10
2ol5A00,2.30.110.10
1ejeA00,2.30.110.10
2htiA00,2.30.110.10
2gjgA01,2.30.110.10
2a6hC04,2.30.150.10
2ipqX02,2.40.10.200
1vhyA01,2.40.240.20
1v6zA01,2.40.240.20
1vhkA01,2.40.240.20
2nwaA01,2.40.240.20
2mcmA00,2.60.40.230
1akpA00,2.60.40.230
1d2oA02,2.60.40.1140
1d2oA01,2.60.40.1140
2a7bA00,2.60.40.1230
1p4uA00,2.60.40.1230
1o75A04,2.60.40.1270
1n9pA00,2.60.40.1400
1xl4A02,2.60.40.1400
2qzbA00,2.60.460.10
1qksA02,2.140.10.20
2ibaA00,3.10.270.10
1j2gA00,3.10.270.10
2r5rA00,3.10.270.10
1r6xA01,3.10.400.10
1jhdA02,3.10.400.10
1t62B00,3.10.400.10
2r6gF02,3.10.650.10
1cc8A00,3.30.70.100
2qifA00,3.30.70.100
3cjkB00,3.30.70.100
1gxtA00,3.30.70.100
1qupA01,3.30.70.100
1osdA00,3.30.70.100
2ifxA01,3.30.70.100
1u7lA03,3.30.70.100
1urrA00,3.30.70.100
1yjrA00,3.30.70.100
1mwyA00,3.30.70.100
1opzA00,3.30.70.100
1fvqA00,3.30.70.100
2g9oA00,3.30.70.100
2ofhX00,3.30.70.100
1cpzA00,3.30.70.100
1sb6A00,3.30.70.100
1wddA01,3.30.70.150
5rubA01,3.30.70.150
2d69B01,3.30.70.150
1ykwA01,3.30.70.150
1l3kA01,3.30.70.330
1l3kA02,3.30.70.330
2hzcA00,3.30.70.330
2bopA00,3.30.70.330
2vooB02,3.30.70.330
1r8hA00,3.30.70.330
1rk8A00,3.30.70.330
1nu4A00,3.30.70.330
1uw4A00,3.30.70.330
2qfjA02,3.30.70.330
1fxlA02,3.30.70.330
2pehA01,3.30.70.330
2gycR00,3.30.70.330
1h2vZ00,3.30.70.330
1fxlA01,3.30.70.330
1vq8S00,3.30.70.330
1oiaB00,3.30.70.330
1jmtA00,3.30.70.330
1cvjG02,3.30.70.330
1cvjA01,3.30.70.330
1hl6C00,3.30.70.330
3sxlA02,3.30.70.330
1cvjH02,3.30.70.330
1n54B00,3.30.70.330
1fo1A01,3.30.70.330
1ft8A01,3.30.70.330
1ft8E00,3.30.70.330
2u1aA00,3.30.70.330
1x5oA01,3.30.70.330
1d8zA00,3.30.70.330
1qm9A02,3.30.70.330
2dgsA01,3.30.70.330
2u2fA00,3.30.70.330
1fjeB02,3.30.70.330
2errA01,3.30.70.330
1fjeB01,3.30.70.330
1x5uA01,3.30.70.330
1ufwA00,3.30.70.330
1no8A00,3.30.70.330
1sxlA00,3.30.70.330
1qm9A01,3.30.70.330
2do0A01,3.30.70.330
1whvA00,3.30.70.330
2jwnA01,3.30.70.330
1xn9A00,3.30.70.330
1p1tA00,3.30.70.330
1sjrA00,3.30.70.330
1owxA00,3.30.70.330
2hjjA00,3.30.160.130
1nz0D00,3.30.230.10
1qzrA02,3.30.230.10
1h7sA02,3.30.230.10
2gybI00,3.30.230.10
1b63A02,3.30.230.10
1uekA01,3.30.230.10
1mg7A02,3.30.230.10
1darA04,3.30.230.10
1z5bB03,3.30.230.10
3cwvA02,3.30.230.10
2cz9A01,3.30.230.10
1a6fA00,3.30.230.10
2gybE02,3.30.230.10
1n0uA06,3.30.230.10
1s16A02,3.30.230.10
2hkeB01,3.30.230.10
1ei1A02,3.30.230.10
2vqeE02,3.30.230.10
1kkhA01,3.30.230.10
1kvkA01,3.30.230.10
2zbkB03,3.30.230.10
1noyB01,3.30.342.10
2gybK00,3.30.420.80
2pofA00,3.30.428.30
1l3lA01,3.30.450.80
1x6zA00,3.30.700.10
1qveA00,3.30.700.10
2hi2A00,3.30.700.10
2o8rB02,3.30.1840.10
3fndA02,3.40.5.30
1adnA00,3.40.10.10
1hnjA01,3.40.47.10
1m3kA01,3.40.47.10
1u6eA01,3.40.47.10
1ox0A02,3.40.47.10
1i88A02,3.40.47.10
2vbaC02,3.40.47.10
1afwA01,3.40.47.10
1i88A01,3.40.47.10
1m3kA02,3.40.47.10
1ox0A01,3.40.47.10
1u0mA01,3.40.47.10
2vbaA01,3.40.47.10
1tqyA02,3.40.47.10
1u6eA02,3.40.47.10
1tedB01,3.40.47.10
1tqyB02,3.40.47.10
1tedA02,3.40.47.10
1u0mA02,3.40.47.10
1tqyB01,3.40.47.10
1tqyA01,3.40.47.10
1jf8A00,3.40.50.270
1xwwA00,3.40.50.270
2cwdC00,3.40.50.270
1iibA00,3.40.50.270
2gi4A00,3.40.50.270
1k7cA00,3.40.50.1110
1es9A00,3.40.50.1110
2hsjD00,3.40.50.1110
3bzwF00,3.40.50.1110
1z8hA00,3.40.50.1110
2o14A02,3.40.50.1110
1ivnA00,3.40.50.1110
1escA00,3.40.50.1110
1m1nA02,3.40.50.1980
1m1nB01,3.40.50.1980
1m1nA03,3.40.50.1980
1m1nB03,3.40.50.1980
1toaA02,3.40.50.1980
1m1nB02,3.40.50.1980
1h1lD03,3.40.50.1980
1toaA01,3.40.50.1980
1pszA02,3.40.50.1980
1n2zA02,3.40.50.1980
1kaeA01,3.40.50.1980
1pq4A01,3.40.50.1980
1n2zA01,3.40.50.1980
1pszA01,3.40.50.1980
2phzA01,3.40.50.1980
2phzA02,3.40.50.1980
1m1nA01,3.40.50.1980
1pq4A02,3.40.50.1980
3cx3B01,3.40.50.1980
1efdN02,3.40.50.1980
1l5hA02,3.40.50.1980
1efdN01,3.40.50.1980
3cx3A02,3.40.50.1980
1mioB02,3.40.50.1980
1mioB04,3.40.50.1980
1mioA01,3.40.50.1980
2dt8A01,3.40.50.10170
1vrvA00,3.40.50.10370
1e8cA01,3.40.1390.10
1gg4A03,3.40.1390.10
1mk0A00,3.40.1440.10
2qnuA00,3.40.1730.10
2qj2A01,3.50.4.10
1i8nA00,3.50.4.10
1gmnB01,3.50.4.10
1hkyA00,3.50.4.10
2rhqB03,3.50.40.10
1a31A03,3.90.15.10
1a41A01,3.90.15.10
1p2zA03,3.90.249.10
1hbnC00,3.90.320.20
1f7lA00,3.90.470.20
2jbzA00,3.90.470.20
1gh9A00,3.90.820.10
2gpfA01,3.90.820.10
1kafD00,3.90.1150.20
1n62E01,3.90.1170.50
1vlbA03,3.90.1170.50
1fiqC01,3.90.1170.50
1jroB01,3.90.1170.50
1v54J00,4.10.91.10
1rzhH01,4.10.540.10
1eysH01,4.10.540.10
2qguA02,1.10.10.640
1tgrA00,1.10.100.10
1wqjI00,1.10.100.10
3lriA00,1.10.100.10
1ed1A00,1.10.150.90
1hekA00,1.10.150.90
1a6sA00,1.10.150.90
2bcqA01,1.10.150.110
1zjmA01,1.10.150.110
1jmsA01,1.10.150.110
1kblA02,1.10.189.10
1bgvA03,1.10.285.10
2ih3C00,1.10.287.70
1g4yB00,1.10.287.70
1v54C01,1.10.287.70
2q67B00,1.10.287.70
2r9rB03,1.10.287.70
1m56C01,1.10.287.70
1xl4A01,1.10.287.70
3behA02,1.10.287.70
1v54B01,1.10.287.90
2gsmB01,1.10.287.90
1fftB01,1.10.287.90
1bzkA00,1.10.287.570
1wpbM01,1.10.287.680
2pwoB00,1.10.375.10
1em9B00,1.10.375.10
1eiaA01,1.10.375.10
1p7nA00,1.10.375.10
1g03A00,1.10.375.10
1d5tA03,1.10.405.10
2iidA03,1.10.405.10
1vg0A03,1.10.405.10
1ny9A00,1.10.490.50
1sknP00,1.10.880.10
1k1vA00,1.10.880.10
3bulA01,1.10.1240.10
1qsaA02,1.10.1240.20
3bjdA01,1.10.1240.20
1daqA00,1.10.1330.10
1ng6A01,1.10.1510.10
2o35A00,1.10.3340.10
2o35B00,1.10.3340.10
3ca8A01,1.10.3620.10
2qsiA02,1.20.5.510
2qiwA02,1.20.5.510
3c8vA04,1.20.5.510
2o01J01,1.20.5.510
1jb0J00,1.20.5.510
1h8bB00,1.20.5.510
3b4sA02,1.20.5.830
1j5wA02,1.20.58.180
1vb5A01,1.20.120.420
1pi1A00,1.20.140.30
1efyA01,1.20.142.10
3c4hA01,1.20.142.10
1ra6A03,1.20.960.20
1fs1A00,1.20.1280.50
1nexB01,1.20.1280.50
1p22A01,1.20.1280.50
1ldkE00,1.20.1280.50
1oz2A03,2.30.30.160
1oz2A02,2.30.30.160
1oz2A01,2.30.30.160
2bivA01,2.30.30.160
3f70A03,2.30.30.160
3f70B02,2.30.30.160
1khcA01,2.30.30.160
3ceyB01,2.30.30.160
1h3zA00,2.30.30.160
1n27A00,2.30.30.160
1wjrA00,2.30.30.160
1tovA00,2.30.30.190
1ixdA00,2.30.30.190
1inlC02,2.30.140.10
2e5wA01,2.30.140.10
1uirA01,2.30.140.10
1iy9A02,2.30.140.10
1h3nA03,2.30.210.10
1nnxA00,2.40.50.200
1widA00,2.40.330.10
1yelA00,2.40.330.10
1l0qA02,2.60.40.670
1b4rA00,2.60.40.670
1ayoA00,2.60.40.690
1dqiA00,2.60.40.730
1dfxA00,2.60.40.730
2o30A00,2.60.40.790
1ejfA00,2.60.40.790
1gmeB00,2.60.40.790
1shsA00,2.60.40.790
2rh0A01,2.60.40.790
1gmeA00,2.60.40.790
1rl1A00,2.60.40.790
1wfiA00,2.60.40.790
1lmiA00,2.60.40.1240
3cfuB00,2.60.40.1240
1pfoA04,2.60.40.1430
1vmhA00,2.60.120.460
1vmjA00,2.60.120.460
1vphB00,2.60.120.460
1x9pA01,2.60.120.550
3bkzA00,2.60.120.590
1rwhA02,2.70.98.10
1jz8A05,2.70.98.10
1jovA00,2.70.98.10
1n7oA01,2.70.98.10
1hn0A03,2.70.98.10
1lurA00,2.70.98.10
1nsxA00,2.70.98.10
1lf6A01,2.70.98.10
3bgaA05,2.70.98.10
1cb8A02,2.70.98.10
1snzB00,2.70.98.10
1rg8A00,2.80.10.50
2p39A00,2.80.10.50
1knmA00,2.80.10.50
1ybiA01,2.80.10.50
1ybiA02,2.80.10.50
1l2hA00,2.80.10.50
3c9zA01,2.80.10.50
1pwaA00,2.80.10.50
3c9zA02,2.80.10.50
1q1uA00,2.80.10.50
1vclA01,2.80.10.50
1md6A00,2.80.10.50
1dqgA00,2.80.10.50
1vclA02,2.80.10.50
1upsA02,2.80.10.50
3f62B00,2.80.10.50
2qn4A00,2.80.10.50
1wd3A02,2.80.10.50
1n4kA01,2.80.10.50
1jlxA02,2.80.10.50
1sr4C00,2.80.10.50
1m2tB02,2.80.10.50
2fdbN00,2.80.10.50
1avwB00,2.80.10.50
3brgC02,2.80.10.50
1wbaA00,2.80.10.50
1ihkA00,2.80.10.50
1sr4A00,2.80.10.50
1jlxA01,2.80.10.50
1w3fA01,2.80.10.50
1r8nA00,2.80.10.50
1t9fA00,2.80.10.50
1epwA04,2.80.10.50
1a8dA02,2.80.10.50
1dfcA02,2.80.10.50
1dfcA03,2.80.10.50
1dfcA01,2.80.10.50
1xzzA00,2.80.10.50
1dfcA04,2.80.10.50
1hcdA00,2.80.10.50
1h6lA00,2.120.10.20
1i2mB00,2.130.10.30
1jtdB00,2.130.10.30
1kmoA01,2.170.130.10
1nqeA01,2.170.130.10
1qfgA01,2.170.130.10
1tt5B03,3.10.20.260
2bw0A02,3.10.25.10
1fmtA02,3.10.25.10
2o9uX00,3.10.450.10
1roaA00,3.10.450.10
1stfI00,3.10.450.10
1kwiA00,3.10.450.10
1eqkA00,3.10.450.10
1vq8300,3.10.450.80
1lucB00,3.20.20.30
1lucA00,3.20.20.30
1rhcA00,3.20.20.30
2i7gA00,3.20.20.30
3c8nD00,3.20.20.30
1ezwA00,3.20.20.30
1m41A00,3.20.20.30
1nfpA00,3.20.20.30
1b3tA00,3.30.70.390
1ftrA02,3.30.70.520
1ftrA01,3.30.70.520
1utaA00,3.30.70.1070
2qfiA02,3.30.70.1350
1pucA00,3.30.170.10
1cksB00,3.30.170.10
1y60A00,3.30.230.60
1n62C02,3.30.390.50
3etrB03,3.30.390.50
1vqzA02,3.30.390.50
2w3sA05,3.30.390.50
1rffB02,3.30.870.20
1q32A02,3.30.870.20
1dtdB00,3.30.1040.10
2pthA00,3.40.50.1470
1rybA00,3.40.50.1470
2hqsA01,3.40.50.10070
2ixdB00,3.40.50.10320
1w94A00,3.40.50.10480
3pviA00,3.40.210.10
3b7nA02,3.40.525.10
2prvB00,3.40.1580.10
2icgA00,3.40.1580.10
2pagA00,3.40.1580.10
1d5tA01,3.50.50.60
2gf3A01,3.50.50.60
2gqwA01,3.50.50.60
1lqtA02,3.50.50.60
2pyxA01,3.50.50.60
1mo9A01,3.50.50.60
2eq6A01,3.50.50.60
3grsA01,3.50.50.60
1gpeA01,3.50.50.60
1fl2A01,3.50.50.60
3cgvA01,3.50.50.60
1trbA01,3.50.50.60
1rsgB01,3.50.50.60
1ryiA01,3.50.50.60
2zbwA01,3.50.50.60
1m6iA01,3.50.50.60
1m6iA02,3.50.50.60
1vg0A01,3.50.50.60
1gteA04,3.50.50.60
1fecB01,3.50.50.60
1nhpA01,3.50.50.60
3c4aA01,3.50.50.60
2iidA02,3.50.50.60
1xhcA01,3.50.50.60
2gqwA02,3.50.50.60
3f8dA02,3.50.50.60
1fcdA01,3.50.50.60
1b37A01,3.50.50.60
1pn0A01,3.50.50.60
3grsA02,3.50.50.60
1rsgA01,3.50.50.60
1mo9A02,3.50.50.60
1o94A03,3.50.50.60
1nhpA02,3.50.50.60
2eq6A02,3.50.50.60
1ps9A03,3.50.50.60
2i0zA01,3.50.50.60
1fecA02,3.50.50.60
2nvkX01,3.50.50.60
1chuA01,3.50.50.60
2yquA02,3.50.50.60
3c4nA01,3.50.50.60
1fl2A02,3.50.50.60
2qaeA02,3.50.50.60
1xdiA01,3.50.50.60
1sezA01,3.50.50.60
1mxtA01,3.50.50.60
1yvvA01,3.50.50.60
2zbwA02,3.50.50.60
2r9zA02,3.50.50.60
1fcdA02,3.50.50.60
2gqfA01,3.50.50.60
1y0pA02,3.50.50.60
2nvkX02,3.50.50.60
2gv8A02,3.50.50.60
1kdgA01,3.50.50.60
1onfA02,3.50.50.60
2bs2A01,3.50.50.60
1xdiA02,3.50.50.60
2gv8A01,3.50.50.60
1jnrA01,3.50.50.60
1adtA02,3.90.148.10
1anvA02,3.90.148.10
2gykB00,3.90.540.10
1j09A03,3.90.800.10
1qtqA04,3.90.800.10
1pfoA01,3.90.840.10
1dzfA02,3.90.940.20
1tejB00,4.10.70.10
1ro3A00,4.10.70.10
1kvdA00,4.10.420.10
1ng6A02,1.10.10.410
1beaA00,1.10.120.10
1hssA00,1.10.120.10
1sm7A00,1.10.120.10
1xszA01,1.10.220.20
1r8sE01,1.10.220.20
1ku1A01,1.10.220.20
1psrA00,1.10.238.10
1k8uA00,1.10.238.10
2pvbA00,1.10.238.10
3fiaA00,1.10.238.10
3buxB02,1.10.238.10
3c1vA00,1.10.238.10
1exrA01,1.10.238.10
1omrA02,1.10.238.10
1omrA01,1.10.238.10
1xk4D00,1.10.238.10
1ncxA01,1.10.238.10
3cr5X00,1.10.238.10
1exrA02,1.10.238.10
1xk4E00,1.10.238.10
1g8iB02,1.10.238.10
1topA02,1.10.238.10
2opoC00,1.10.238.10
1g4yR01,1.10.238.10
1qx2A00,1.10.238.10
1ggzA01,1.10.238.10
1g33A00,1.10.238.10
1a4pA00,1.10.238.10
1m45A02,1.10.238.10
2f3yA02,1.10.238.10
1wdcC01,1.10.238.10
1wrkA00,1.10.238.10
1qtxA02,1.10.238.10
1qasA01,1.10.238.10
1m45A01,1.10.238.10
2bl0B01,1.10.238.10
1wdcB01,1.10.238.10
1uurA03,1.10.238.10
1wdcB02,1.10.238.10
1dtlA02,1.10.238.10
1bg1A03,1.10.238.10
2ovkB01,1.10.238.10
1k90E01,1.10.238.10
1yr5A00,1.10.238.10
1djxB01,1.10.238.10
1np8A00,1.10.238.10
1sraA00,1.10.238.10
1s26D01,1.10.238.10
1k94A00,1.10.238.10
1qv0A00,1.10.238.10
2zfdA00,1.10.238.10
1s6cA00,1.10.238.10
1auiB00,1.10.238.10
1xo5B00,1.10.238.10
2hpsA00,1.10.238.10
2scpA00,1.10.238.10
2hpkA00,1.10.238.10
1hqvA00,1.10.238.10
2sasA00,1.10.238.10
1fi6A00,1.10.238.10
1c07A00,1.10.238.10
1qjtA00,1.10.238.10
1snlA00,1.10.238.10
1j7qA00,1.10.238.10
1jbaA01,1.10.238.10
1fi5A00,1.10.238.10
1s6iA02,1.10.238.10
1h8bA00,1.10.238.10
1jfjA02,1.10.238.10
1tizA00,1.10.238.10
1jfjA01,1.10.238.10
1jfkA02,1.10.238.10
1nyaA00,1.10.238.10
1oohA00,1.10.238.20
1ow4A00,1.10.238.20
3bjhA00,1.10.238.20
1dqeA00,1.10.238.20
1c3yA00,1.10.238.20
1dc1A02,1.10.238.90
1sseB00,1.10.238.100
1a8rA01,1.10.286.10
1wurA01,1.10.286.10
1mswD04,1.10.287.280
1ta8A01,1.10.287.610
1b04A03,1.10.287.610
1pmiA02,1.10.441.10
2is6B04,1.10.486.10
1pjrA04,1.10.486.10
1uaaB04,1.10.486.10
1w36B04,1.10.486.10
1qhhC00,1.10.486.10
2d29A01,1.10.540.10
2pg0A01,1.10.540.10
1rx0C01,1.10.540.10
2vigA01,1.10.540.10
2rfqB01,1.10.540.10
2ddhA01,1.10.540.10
2or0B01,1.10.540.10
1siqA01,1.10.540.10
1egdA01,1.10.540.10
1r2jA01,1.10.540.10
1bucA01,1.10.540.10
1d2vC00,1.10.640.10
1q4gA02,1.10.640.10
1h9fA00,1.10.720.40
1h9eA00,1.10.720.40
1gjjA00,1.10.720.40
1j8uA00,1.10.800.10
1ltzA00,1.10.800.10
1phzA00,1.10.800.10
1yu5X00,1.10.950.10
1ujsA00,1.10.950.10
1mswD01,1.10.1320.10
1gk9B03,1.10.1400.10
1fm2B02,1.10.1400.10
1dvoA00,1.10.1710.10
2hxjF01,1.10.1710.10
1otsA00,1.10.3080.10
3bg2A03,1.10.3410.10
2pgsA03,1.10.3410.10
1pp9E01,1.20.5.270
3cx5E01,1.20.5.270
1m7lA00,1.20.5.360
2o1kA00,1.20.5.430
2e2aA00,1.20.58.80
1orjD00,1.20.120.340
1wzdA00,1.20.910.10
3b5oA00,1.20.910.10
1n45A00,1.20.910.10
2qzcA00,1.20.910.10
1j77A00,1.20.910.10
1j02A00,1.20.910.10
3bjdA02,1.20.910.10
2f2gA00,1.20.910.10
1uddB00,1.20.910.10
2qcxA00,1.20.910.10
1rtwB00,1.20.910.10
1rcwB00,1.20.910.10
1otvA00,1.20.910.10
1k3yA02,1.20.1050.10
2a2rA02,1.20.1050.10
2c4jA02,1.20.1050.10
2cvdA02,1.20.1050.10
2cz2A02,1.20.1050.10
2v6kA02,1.20.1050.10
1m0uA02,1.20.1050.10
3bbyA02,1.20.1050.10
1oe8A02,1.20.1050.10
2pvqA02,1.20.1050.10
1k0oB02,1.20.1050.10
1eemA02,1.20.1050.10
1dugA02,1.20.1050.10
1n2aA02,1.20.1050.10
1jlvA02,1.20.1050.10
1oktA02,1.20.1050.10
2vo4A02,1.20.1050.10
2dsaA02,1.20.1050.10
2gsqA02,1.20.1050.10
1aw9A02,1.20.1050.10
1gnwA02,1.20.1050.10
3cbuA02,1.20.1050.10
1hqoA02,1.20.1050.10
1v2aA02,1.20.1050.10
2c3nA02,1.20.1050.10
1gwcA02,1.20.1050.10
1nhyA02,1.20.1050.10
1g7oA02,1.20.1050.10
1kq3A02,1.20.1090.10
1rrmA02,1.20.1090.10
1sg6A02,1.20.1090.10
1o2dA02,1.20.1090.10
1ujnA02,1.20.1090.10
3ce9A02,1.20.1090.10
2rkkA01,1.25.40.270
1rwhA01,1.50.10.100
1n7oA02,1.50.10.100
1x1iA01,1.50.10.100
1hn0A02,1.50.10.100
1cb8A01,1.50.10.100
2rh2A00,2.30.30.60
1eh7A01,2.30.37.60
1fjrA01,2.30.160.11
2vdfA00,2.40.128.100
1y0gA00,2.40.128.110
1h4aX02,2.60.20.10
1h4aX01,2.60.20.10
1okiA01,2.60.20.10
1okiA02,2.60.20.10
1ytqA01,2.60.20.10
1npsA00,2.60.20.10
1hdfA00,2.60.20.10
1g87A02,2.60.40.710
1nbcA00,2.60.40.710
2ioiA00,2.60.40.720
1eaqB00,2.60.40.720
1t4wA00,2.60.40.720
1f8nA01,2.60.60.20
1ca1A02,2.60.60.20
1bu8A02,2.60.60.20
1loxA02,2.60.60.20
1nlqE00,2.60.120.340
1xe0C00,2.60.120.340
1wwyA00,2.60.120.470
2bemA00,2.70.50.50
1wpgB01,2.70.150.10
3b8eA01,2.70.150.10
1udxA01,2.70.210.12
1i5pA03,2.100.10.10
1ciyA02,2.100.10.10
3eb7A03,2.100.10.10
1ji6A03,2.100.10.10
1p2zA01,2.170.9.10
1b12A02,2.170.230.10
1t7dA02,2.170.230.10
1n6zA00,3.10.20.250
2f4lA03,3.10.28.20
3d1gA01,3.10.150.10
3d1gA02,3.10.150.10
3d1gA03,3.10.150.10
1vpkA01,3.10.150.10
1vpkA03,3.10.150.10
1vpkA02,3.10.150.10
2b5uA03,3.10.380.10
1i0vA00,3.10.450.30
1lniA00,3.10.450.30
1a2pA00,3.10.450.30
1rtuA00,3.10.450.30
1aqzA00,3.10.450.30
2ob3A00,3.20.20.140
1ra0A02,3.20.20.140
1gkpB02,3.20.20.140
2z26B00,3.20.20.140
1rk6A02,3.20.20.140
2gwgA00,3.20.20.140
2qpxA00,3.20.20.140
2imrA02,3.20.20.140
1p1mA02,3.20.20.140
1bf6A00,3.20.20.140
1ejxC02,3.20.20.140
1vflA00,3.20.20.140
3e74B02,3.20.20.140
3b40A01,3.20.20.140
2i9uA02,3.20.20.140
1onwB02,3.20.20.140
2vhlA02,3.20.20.140
2qahA00,3.20.20.140
1yrrA02,3.20.20.140
1j6oA00,3.20.20.140
1zzmA00,3.20.20.140
2qt3A02,3.20.20.140
1ituA00,3.20.20.140
2ragA00,3.20.20.140
3cjpA00,3.20.20.140
2r8cA02,3.20.20.140
1m65A00,3.20.20.140
3be7A02,3.20.20.140
1kcxA02,3.20.20.140
2i5gA00,3.20.20.140
2oodA02,3.20.20.140
2f6kA00,3.20.20.140
2q01A01,3.20.20.140
2icsA02,3.20.20.140
1v77A00,3.20.20.140
2ffiA00,3.20.20.140
2pajA02,3.20.20.140
1j5sA01,3.20.20.140
2ogjA02,3.20.20.140
1xrsB01,3.30.30.60
1kvdB00,3.30.44.10
1yuaA01,3.30.65.10
2r4fA03,3.30.70.420
1r31A01,3.30.70.420
1n0uA04,3.30.70.870
2bm0A03,3.30.70.870
1t0tV02,3.30.70.1100
1wj9A02,3.30.70.1210
2hekA02,3.30.70.1370
1pjqA02,3.30.160.110
1kyqA02,3.30.160.110
2q8uA02,3.30.160.210
1p42A01,3.30.230.20
1m3qA01,3.30.310.40
1lkkA00,3.30.505.10
1d4tA00,3.30.505.10
1nrvA00,3.30.505.10
3c7iA00,3.30.505.10
1opkA02,3.30.505.10
1r1pB00,3.30.505.10
3buxB03,3.30.505.10
1qadA00,3.30.505.10
2oq1A03,3.30.505.10
2shpA02,3.30.505.10
3bkbA01,3.30.505.10
1ayaA00,3.30.505.10
2oq1A01,3.30.505.10
2iugA00,3.30.505.10
1i3zA00,3.30.505.10
2vifA01,3.30.505.10
1bg1A04,3.30.505.10
1jwoA00,3.30.505.10
3cxlA01,3.30.505.10
1milA00,3.30.505.10
1rpyB00,3.30.505.10
1bf5A04,3.30.505.10
1uurA04,3.30.505.10
2crhA01,3.30.505.10
2pldA00,3.30.505.10
2dm0A01,3.30.505.10
1ju5A00,3.30.505.10
2ge9A00,3.30.505.10
1d5tA02,3.30.519.10
1vg0A02,3.30.519.10
2v2gD02,3.30.1020.10
1g2rA00,3.30.1230.10
2zfzF00,3.30.1360.40
1wqgA02,3.30.1360.40
1xxaC00,3.30.1360.40
1b4bA00,3.30.1360.40
2phcB01,3.30.1360.40
1ab4A02,3.30.1360.40
1bjtA04,3.30.1360.40
1vqqA03,3.30.1390.30
1xk7A02,3.30.1540.10
1ltlA01,3.30.1640.10
3cddF03,3.30.1920.10
1oi7A02,3.40.50.261
2fp4B03,3.40.50.261
1w2wB00,3.40.50.10470
1t5oA02,3.40.50.10470
1xk7A01,3.40.50.10540
1y7pB02,3.40.50.10550
2p62A01,3.40.50.10620
1dc1A01,3.40.91.10
1cfrA00,3.40.91.10
1knvA00,3.40.91.10
1pp0B00,3.40.198.10
1cbyA00,3.40.198.10
1eb6A00,3.40.390.10
3edgA00,3.40.390.10
1y93A00,3.40.390.10
1kufA00,3.40.390.10
1r55A00,3.40.390.10
1g12A00,3.40.390.10
1c7kA00,3.40.390.10
1iabA00,3.40.390.10
1k7iA02,3.40.390.10
1slmA00,3.40.390.10
2o36A03,3.40.390.10
2ddfA00,3.40.390.10
1j7nB04,3.40.390.10
1j7nA01,3.40.390.10
1r1hA01,3.40.390.10
1hynR00,3.40.1100.10
1f08B00,3.40.1310.10
1r9wA00,3.40.1310.10
1g6sA01,3.65.10.10
1g6sA02,3.65.10.10
1ejdA01,3.65.10.10
1ejdA02,3.65.10.10
2pqcA02,3.65.10.10
2pqcA01,3.65.10.10
1uxyA01,3.90.78.10
1hskA03,3.90.78.10
1ryaA00,3.90.79.10
1sjyA00,3.90.79.10
1hztA00,3.90.79.10
1nqzA00,3.90.79.10
1v8wA00,3.90.79.10
2pqvB00,3.90.79.10
1k2eA00,3.90.79.10
1ktgA00,3.90.79.10
3cngC02,3.90.79.10
1viuC00,3.90.79.10
1g0sA00,3.90.79.10
1rrqA03,3.90.79.10
